id,name,images,sub-subcategory,final order,repetition type,geometry,represents,modifier (from name),limited to craft,notes,fundamentality,super-supercategory,supercategory,subcategory,original manual order,alternate name,alternate name 2,alternate name 3,alternate name 4
440,bones of #-count of folding fans / 何本扇ノ骨 / なんぼんおうぎのほね / nambon ōgi no hone,"440c.png (https://dl.airtable.com/X8IaSxtXTNKfPqWyaakV_440c.png),440.png (https://dl.airtable.com/auUSvBxVSEiWzMAvsQwG_440.png),440b.png (https://dl.airtable.com/mjZy6jRyQiGgJxtoSb9u_440b.png)",133 - jigami kawari,388,1-lateral symmetry,"basic element - 2 - bar / dash,element - arc / annular sector","rod,fan",,,,one-off / other,02 - shape,06 - linear,30 - U-shaped,12,,,,
265,delta / 洲浜 / すはま / suhama,265.png (https://dl.airtable.com/aWMfuTB7RKZDnXNuvbW3_265.png),134 - suhama,389,1-lateral symmetry,"aspect - all curvy-edged,basic element - 1 - ring / circle / dot,element - blob,element - U-shape","delta,water",,,,basic building block,02 - shape,06 - linear,30 - U-shaped,75,delta / 州浜 / すはま / suhama,,,
267,demon delta / 鬼洲浜 / きすはま / ki suhama,267.png (https://dl.airtable.com/rfwoKGYpSiGWqIPb1281_267.png),135 - suhama kawari,390,1-lateral symmetry,"aspect - all curvy-edged,element - blob","delta,water,demon",transfigured,,,variant,02 - shape,06 - linear,30 - U-shaped,76,transfigured delta / 変わり洲浜 / かわりすはま / kawari suhama,,,
483,bellflower delta / 洲浜桔梗 / すはまききょう / suhama kikyō,483.png (https://dl.airtable.com/HC1P4NAcQvyJ0HYbkHA1_483.png),135 - suhama kawari,391,1-lateral symmetry,"pointed petal,merged petals,element - blob","delta,water,plant,flower,bellflower",,,,complex compound,02 - shape,06 - linear,30 - U-shaped,111,,,,
268,vine delta / 蔓洲浜 / つるすはま / tsuru suhama,268.png (https://dl.airtable.com/qq00axrfRbOdz3BQV1KO_268.png),135 - suhama kawari,392,1-lateral symmetry,"aspect - all curvy-edged,bent wire with curly ends,curl,element - blob,aspect - empty / outline","delta,water,vine",,,,variant,02 - shape,06 - linear,30 - U-shaped,74,,,,
266,hazy delta / 朧洲浜 / おぼろすはま / oboro suhama,266.png (https://dl.airtable.com/cE36BPSSRlWdhgKskN84_266.png),135 - suhama kawari,393,3-radial symmetry,"aspect - all curvy-edged,element - star - asterisk,element - bishamon,element - blob","delta,water,haze",hazy,,,variant,02 - shape,06 - linear,30 - U-shaped,77,,,,
456,transfigured delta / 変わり洲浜 / かわりすはま / kawari suhama,456.png (https://dl.airtable.com/jVKruihS1qEb5H53iG2g_456.png),135 - suhama kawari,394,1-lateral symmetry,"three humps,element - U-shape,aspect - subtraction / inversion",,,,,variant,02 - shape,06 - linear,30 - U-shaped,78,,,,
455,popular wisteria flower / 盛藤の花 / もりふじのはな / mori fuji no hana,455.png (https://dl.airtable.com/OYGqq2Q3Trad0kcgcVs6_455.png),136 - U-shaped lifeform,395,1-lateral symmetry,"three humps,element - U-shape,aspect - subtraction / inversion,bumpy petal","plant,flower",,,,one-off / other,02 - shape,06 - linear,30 - U-shaped,79,,,,
47,broken tortoise shell / 亀甲崩し / きっこうくずし / kikkō kuzushi,47.png (https://dl.airtable.com/xZJoc0CiSdOHqT1OKGMg_47.png),136 - U-shaped lifeform,396,1-lateral symmetry,"aspect - all straight-edged,element - U-shape","tortoise shell,animal epidermis",broken,,,basic building block,02 - shape,06 - linear,30 - U-shaped,200,,,,
279,pine needle / 松葉 / まつば / matsu ba,279.png (https://dl.airtable.com/IOcL4qDLSfO7sLd8e4Mn_279.png),136 - U-shaped lifeform,397,1-lateral symmetry,element - U-shape,"pine,plant",,,,basic building block,02 - shape,06 - linear,30 - U-shaped,60,,,,
372,bound monkey / 括り猿 / くくりざる / kukuri zaru,372.png (https://dl.airtable.com/k5Eq429SliAQ1NYFoNme_372.png),136 - U-shaped lifeform,398,none / asymmetrical,"aspect - subtraction / inversion,basic element - 1 - ring / circle / dot,aspect - overlapping circles,element - crescent / horn",,,,,basic building block,02 - shape,06 - linear,30 - U-shaped,143,,,,
454,dragon scales / 龍の鱗 / りゅうのうろこ / ryū no uroko,454.png (https://dl.airtable.com/9Dvyt9uhTyyXf2aLJ63n_454.png),136 - U-shaped lifeform,399,1-lateral symmetry,"three humps,element - U-shape","dragon,scale,animal epidermis",,,,one-off / other,02 - shape,06 - linear,30 - U-shaped,82,,,,
467,side view of a gardenia / 三つ横見梔子 / みつよこみくちなし / mitsu yoko mi kuchinashi,467.png (https://dl.airtable.com/AgDODzVQX2Qs18oUBa16_467.png),136 - U-shaped lifeform,400,1-lateral symmetry,"three humps,element - U-shape,pointed petal","plant,flower,gardenia",,,,basic building block,02 - shape,06 - linear,30 - U-shaped,81,,,,
453,walnut / 胡桃 / くるみ / kurumi,453.png (https://dl.airtable.com/S8QkEqWRUmgs67cfBmVM_453.png),136 - U-shaped lifeform,401,1-lateral symmetry,"three humps,element - U-shape",plant,,,,basic building block,02 - shape,06 - linear,30 - U-shaped,80,,,,
385,wild goose / 雁金 / かりがね / karigane,385.png (https://dl.airtable.com/HP1UCVoSSOyOPs0iEuMw_385.png),137 - karigane,402,1-lateral symmetry,"element - crescent / horn,element - U-shape",bird,,,,basic building block,02 - shape,06 - linear,30 - U-shaped,228,,,,
386,knotted wild goose / 結び雁金 / むすびかりがね / musubi karigane,386.png (https://dl.airtable.com/1ZidMzDTXsbgqgoMaKAk_386.png),138 - karigane kawari,403,none / asymmetrical,"curl,element - crescent / horn,aspect - over - under,aspect - empty / outline",bird,knotted,,,basic building block,02 - shape,06 - linear,30 - U-shaped,229,,,,
13,hoe / 鍬 / くわ / kuwa,13.png (https://dl.airtable.com/tF1AVDJTDKKL4D0MvDUC_13.png),139 - U-shaped tool,404,1-lateral symmetry,"aspect - all curvy-edged,element - U-shape",,,,,basic building block,02 - shape,06 - linear,30 - U-shaped,67,,,,
383,koto bridge / 琴柱 / ことじ / koto ji,"383b.png (https://dl.airtable.com/GxmmFZsRSH69EptLCBQo_383b.png),383.png (https://dl.airtable.com/cokwAkx8RQ62rBNOahXK_383.png)",139 - U-shaped tool,405,1-lateral symmetry,"element - U-shape,curl,aspect - indented",musical instrument,,,,basic building block,02 - shape,06 - linear,30 - U-shaped,226,,,,
2,knot / 結び / むすび / musubi,2.png (https://dl.airtable.com/Y89HUHdiQVirqTqVYTet_2.png),139 - U-shaped tool,406,none / asymmetrical,"aspect - all straight-edged,aspect - over - under,element - chevron,element - U-shape",knot,,,Represents an 御神籤: https://en.wikipedia.org/wiki/O-mikuji,basic building block,02 - shape,06 - linear,30 - U-shaped,13,,,,
238,spool / 千切り / ちぎり / chigiri,238.png (https://dl.airtable.com/q8JVe67ySkCEBbDAqANd_238.png),139 - U-shaped tool,407,1-lateral symmetry,"linked by spokes,basic element - 4 - square,basic element - 2 - bar / dash,element - U-shape",spool / reel,,,,complex compound,02 - shape,06 - linear,30 - U-shaped,20,,,,
438,bridge pillar / 橋杭 / はしぐい / hashigui,438.png (https://dl.airtable.com/NW4IDYakS6WFhs1gN9Lt_438.png),139 - U-shaped tool,408,1-lateral symmetry,"element - U-shape,aspect - all straight-edged",water,,,,one-off / other,02 - shape,06 - linear,30 - U-shaped,10,,,,
263,copper counterweight / 分銅 / ふんどう / fundō,263.png (https://dl.airtable.com/vycmltbgTWC6WW8Pa32S_263.png),140 - fundo,409,2-radial symmetry,"basic element - 1 - ring / circle / dot,aspect - subtraction / inversion,element - fundo,aspect - overlapping circles",copper counterweight,,,,basic building block,02 - shape,06 - linear,31 - fundo,144,,,,
405,pregnant copper counterweight / 子持ち分銅 / こもちふんどう / komochi fundō,405.png (https://dl.airtable.com/Q3u5pgKaSEy3zNMjfaJl_405.png),141 - fundo kawari,410,2-lateral symmetry,"element - fundo,basic element - 1 - ring / circle / dot,aspect - subtraction / inversion,aspect - overlapping circles",copper counterweight,pregnant,,,complex compound,02 - shape,06 - linear,31 - fundo,149,,,,
93,drum / 鼓 / つづみ / tsuzumi,93.png (https://dl.airtable.com/9op5KYb3QFqefBBiSjPg_93.png),142 - ryugo,411,2-lateral symmetry,"basic element - 6 - hexagon,aspect - all straight-edged,element - hourglass",drum,,,,basic building block,02 - shape,06 - linear,32 - B-shaped,25,ring drum / 輪鼓 / りゅうご / ryūgo,vertical drum / 立鼓 / りゅうご / ryūgo,,
377,warped drum / 反り立鼓 / そりりゅうご / wari ryūgo,377.png (https://dl.airtable.com/2bGNTbroRl2wipyXyLwk_377.png),143 - ryugo kawari,412,2-lateral symmetry,"aspect - all curvy-edged,basic element - 4 - other quadrilateral,element - warped square,element - star - warped,element - star - general,element - 5 - ken,element - hourglass",drum,,,,variant,02 - shape,06 - linear,32 - B-shaped,33,,,,
378,drum waist / 鼓胴 / つづみどう / tsuzumi dō,378.png (https://dl.airtable.com/oZYtKwtvTreGDhlswoPQ_378.png),143 - ryugo kawari,413,2-lateral symmetry,"element - blob,element - hourglass",drum,,,,variant,02 - shape,06 - linear,32 - B-shaped,34,,,,
412,"Japanese character for ""standing"" drum / 立字立鼓 / たつじりゅうご / tatsu ji ryūgo",412.png (https://dl.airtable.com/WXUYXm2RWY3sCsCX9hZQ_412.png),143 - ryugo kawari,414,2-lateral symmetry,"basic element - 5 - pentagon,element - star - cross,element - hexagonal segment,basic element - 2 - bar / dash,element - hourglass",drum,,,,one-off / other,02 - shape,06 - linear,32 - B-shaped,26,,,,
3,levee stakes / 追州流 / おうすながし / ōsunagashi,3.png (https://dl.airtable.com/BTXzNxuUQt699NAfVZIN_3.png),144 - B-shaped misc,415,2-lateral symmetry,"aspect - all straight-edged,basic element - 2 - bar / dash,element - star - cross,element - tall flat x",,,,Represents stakes which hold up gabions (nets of rocks) in traditional Japanese levees.,one-off / other,02 - shape,06 - linear,32 - B-shaped,198,,,,
36,hazy moon / 朧月 / おぼろづき / oboro zuki,36.png (https://dl.airtable.com/jiLu2mJyQIyQu0R1ZM4K_36.png),144 - B-shaped misc,416,2-lateral symmetry,"basic element - 1 - ring / circle / dot,aspect - subtraction / inversion,aspect - empty / outline,circles in a row subtracted from rectangle,basic element - 4 - rectangle","haze,water,heavenly body",hazy,,,one-off / other,02 - shape,06 - linear,32 - B-shaped,141,,,,
92,pestle / 杵 / きね / kine,92.png (https://dl.airtable.com/ghy8xHwQXmt6pUlI1JwT_92.png),144 - B-shaped misc,417,2-lateral symmetry,"aspect - all straight-edged,basic element - 4 - trapezoid,linked by spokes,basic element - 2 - bar / dash",,,,,basic building block,02 - shape,06 - linear,32 - B-shaped,24,,,,
166,staggered square and ring / 角輪違い / かくわちがい / kaku wa chigai,166.png (https://dl.airtable.com/BXgoLdnHSNSVvnzlYMxY_166.png),144 - B-shaped misc,418,none / asymmetrical,"aspect - over - under,aspect - empty / outline,basic element - 4 - square,basic element - 1 - ring / circle / dot",ring,staggered,,,complex compound,02 - shape,06 - linear,32 - B-shaped,191,,,,
366,ring of wisdom / 知恵ノ輪 / ちえのわ / chie no wa,366.png (https://dl.airtable.com/oSGjDJjgTuetnZGniioo_366.png),144 - B-shaped misc,419,2-radial symmetry,"basic element - 1 - ring / circle / dot,element - 2 - lens,aspect - overlapping circles,aspect - over - under,element - stadium,aspect - empty / outline,polyelement - linked rings",ring,broken,,,one-off / other,02 - shape,06 - linear,32 - B-shaped,181,broken golden rings / 金輪崩し / かなわくずし / kana wa kuzushi,,,
375,arabesque round fan / 唐団扇 / とううちわ / tō uchiwa,375.png (https://dl.airtable.com/W2kHk276RaWV1sZRiUhK_375.png),144 - B-shaped misc,420,1-lateral symmetry,"element - T-shape,bent wire with curly ends,element - blob,element - 5 - ken,element - hourglass",fan,arabesque / Tang,,,one-off / other,02 - shape,06 - linear,32 - B-shaped,72,,,,
424,united bridle bits / 持ち合い轡 / もちあいくつわ / mochiai kutsuwa,424.png (https://dl.airtable.com/u5IR6x1Rl2UC4l0l93M5_424.png),144 - B-shaped misc,421,2-lateral symmetry,"element - arc / annular sector,element - star - cross,basic element - 4 - square,basic element - 1 - ring / circle / dot,aspect - overlapping circles,united bridle bit shape",horse,,,,one-off / other,02 - shape,06 - linear,32 - B-shaped,186,,,,
448,sun and moon / 日月 / じつげつ / jitsu getsu,448.png (https://dl.airtable.com/LIOypukmSTCdRMAZBIRm_448.png),144 - B-shaped misc,422,2-lateral symmetry,"circles in a row subtracted from rectangle,basic element - 1 - ring / circle / dot,basic element - 4 - rectangle,aspect - subtraction / inversion",heavenly body,,,,one-off / other,02 - shape,06 - linear,32 - B-shaped,142,,,,
6,Japanese chess piece / 将棋駒 / しょうぎこま / shōgi goma,6.png (https://dl.airtable.com/cWr1AR5aTpSQazGAsDwI_6.png),145 - A-shaped misc,423,2-lateral symmetry,"basic element - 5 - pentagon,aspect - all straight-edged,basic element - 4 - trapezoid",,,,,basic building block,02 - shape,06 - linear,34 - A-shaped misc,14,,,,
66,iris / 菖蒲 / しょうぶ / shōbu,"66.png (https://dl.airtable.com/aWqOQlQe2s7QEEko26XA_66.png),66b.png (https://dl.airtable.com/2YkC2p2lT3SzY1X8gTca_66b.png)",145 - A-shaped misc,424,1-lateral symmetry,"basic element - 5 - pentagon,element - star - cross,element - T-shape,element - star - warped,element - star - general","flower,plant",,,,one-off / other,02 - shape,06 - linear,34 - A-shaped misc,30,iris leather / 菖蒲革 / しょうぶがわ / shōbu gawa,iris leaf / 菖蒲ノ葉 / しょうぶのは / shōbu no ha,,
382,shamisen bridge / 三味駒 / しゃみごま / shami goma,382.png (https://dl.airtable.com/XEzN9i9SR6qJ0dI2LWMs_382.png),145 - A-shaped misc,425,1-lateral symmetry,"aspect - empty / outline,basic element - 4 - trapezoid,element - ellipse,aspect - indented",musical instrument,,,,basic building block,02 - shape,06 - linear,34 - A-shaped misc,225,,,,
230,three stones / 三つ石 / みついし / mitsu ishi,230.png (https://dl.airtable.com/Mwei1VThiRV2gcVGeicw_230.png),145 - A-shaped misc,426,1-lateral symmetry,"basic element - 4 - rectangle,aspect - all straight-edged",stone,,,,one-off / other,02 - shape,06 - linear,34 - A-shaped misc,230,,,,
384,plover / 千鳥 / ちどり / chidori,384.png (https://dl.airtable.com/AI5ZfxfmQySmbvDY2Mby_384.png),145 - A-shaped misc,427,none / asymmetrical,element - blob,bird,,,,basic building block,02 - shape,06 - linear,34 - A-shaped misc,227,,,,
436,rising wave / 立波 / たてなみ / tatenami,436.png (https://dl.airtable.com/KrPiY5y6QECmzckBONDA_436.png),145 - A-shaped misc,428,none / asymmetrical,"element - blob,basic element - 1 - ring / circle / dot",water,,,,one-off / other,02 - shape,06 - linear,34 - A-shaped misc,256,,,,
439,metal buckle / 鉸具 / かこ / kako,"439.png (https://dl.airtable.com/J5tE1HrR8umKjmSkEKnQ_439.png),439b.png (https://dl.airtable.com/NneccKsWSGetTIPVMt0w_439b.png)",145 - A-shaped misc,429,1-lateral symmetry,"element - 2 - lens,basic element - 4 - trapezoid,basic element - 2 - bar / dash",,,,,one-off / other,02 - shape,06 - linear,34 - A-shaped misc,15,,,,
50,net / 網 / あみ / ami,50.png (https://dl.airtable.com/b8FeSWRQSo2Gecpw2qbU_50.png),146 - O-shaped misc,430,2-lateral symmetry,"aspect - waves & circumscriptions,aspect - all curvy-edged",net / mesh,,,,basic building block,02 - shape,06 - linear,35 - O-shaped misc,253,,,,
16,Korin plum / 光琳梅 / こうりんうめ / kōrin ume,16.png (https://dl.airtable.com/ucsK2T09QbSBUlOH49wV_16.png),146 - O-shaped misc,431,2-lateral symmetry,"aspect - all curvy-edged,element - crescent / horn,merged petals,lens / crescent / teardrop cut out of a blob","flower,plant",,光琳,,one-off / other,02 - shape,06 - linear,35 - O-shaped misc,93,,,,
376,round fan citrus tachibana / 団扇橘 / うちわたちばな / uchiwa tachibana,376.png (https://dl.airtable.com/sXKgnWQRFWs8H6114bDw_376.png),146 - O-shaped misc,432,1-lateral symmetry,"element - teardrop,element - blob,lens / crescent / teardrop cut out of a blob","fan,flower,plant",,,,one-off / other,02 - shape,06 - linear,35 - O-shaped misc,101,,,,
291,Buddhist temple cloud plate / 提盤 / ちょうはん / chōhan,291.png (https://dl.airtable.com/k7jaC8eJRfi9zu8g0nQt_291.png),146 - O-shaped misc,433,1-lateral symmetry,"basic element - 1 - ring / circle / dot,curl,element - blob,aspect - empty / outline",musical instrument,,,,one-off / other,02 - shape,06 - linear,35 - O-shaped misc,224,Buddhist temple cloud plate / 打板 / ちょうはん / chōhan,,,
37,gem / 宝珠 / ほうじゅ / hōju,37.png (https://dl.airtable.com/4NFVbh4hTfiKQaiT9g7c_37.png),146 - O-shaped misc,434,1-lateral symmetry,"basic element - 1 - ring / circle / dot,aspect - concentricity,element - crescent / horn,aspect - overlapping circles",treasure / money,,,,basic building block,02 - shape,06 - linear,35 - O-shaped misc,245,,,,
39,handball / 手鞠 / てまり / temari,39.png (https://dl.airtable.com/vyBYupvYT3qbuDjqbN1u_39.png),146 - O-shaped misc,435,1-lateral symmetry,basic element - 1 - ring / circle / dot,ball,,,,one-off / other,02 - shape,06 - linear,35 - O-shaped misc,129,,,,
463,Korin chrysanthemum / 光琳菊 / こうりんきく / kōrin kiku,463.png (https://dl.airtable.com/3Qe08CSIQcen39nqU2iU_463.png),146 - O-shaped misc,436,1-lateral symmetry,"element - crescent / horn,element - ellipse,lens / crescent / teardrop cut out of a blob","chrysanthemum,flower,plant",,,,one-off / other,02 - shape,06 - linear,35 - O-shaped misc,122,,,,
395,imperial hall yin yang ring / 大極円 / だいきょくえん / daikyoku en,395.png (https://dl.airtable.com/DL7Hwf4xQL9IfhhrCZy6_395.png),146 - O-shaped misc,437,1-lateral symmetry,"element - arc / annular sector,basic element - 1 - ring / circle / dot,aspect - concentricity,aspect - subtraction / inversion,aspect - inversion across center vertical",yin yang,,,,one-off / other,02 - shape,06 - linear,35 - O-shaped misc,135,,,,
492,ring / 輪 / わ / wa,492.png (https://dl.airtable.com/fuJazqujQ5GtkFvt04HN_492.png),147 - effect - texture,438,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,440,,,,
494,gun / 鉄砲 / てっぽう / teppō,494.png (https://dl.airtable.com/rvyQGeB5RIqsJAVA9iSm_494.png),147 - effect - texture,439,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,442,,,,
491,carrying - shadow / 持 - 陰 / もち - かげ / mochi - kage,491.png (https://dl.airtable.com/WuPHX5aGQ1KF3dMSNGoA_491.png),147 - effect - texture,440,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,439,,,,
493,bridle bit / 轡 / くつわ / kutsuwa,493.png (https://dl.airtable.com/WpagMgGSmS5X3RYcsr5A_493.png),147 - effect - texture,441,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,441,,,,
495,lightning bolt / 稲妻 / いなずま / inazuma,495.png (https://dl.airtable.com/9qsR9GixTDm9h0sgJmIc_495.png),147 - effect - texture,442,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,443,,,,
499,ground pull / 地抜き / じぬき / jinuki,499.png (https://dl.airtable.com/CaI2yvIdSnOLofFKg6Wc_499.png),147 - effect - texture,443,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,447,,,,
490,flat - standing / 平 - 立 / ひら - たち / hira - tachi,490.png (https://dl.airtable.com/qIjvoKzGRKqGkuHBACeG_490.png),148 - effect - transformation,444,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,438,,,,
510,bean / 豆 / まめ / mame,510.png (https://dl.airtable.com/LgATKqqLSPKsggfpzZui_510.png),148 - effect - transformation,445,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,458,,,,
500,warped / 反り / そり / sori,500.png (https://dl.airtable.com/Pc4wIwOqTBmj96h8RdTY_500.png),149 - effect - distorting,446,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,448,,,,
501,swollen / 浮腫 / むくみ / mukumi,501.png (https://dl.airtable.com/d7qiLOyXQuiaJpUVoTpF_501.png),149 - effect - distorting,447,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,449,,,,
503,smoothed / 撫で / なで / nade,503.png (https://dl.airtable.com/kZwc66OVTPCzivonzQ7q_503.png),149 - effect - distorting,448,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,451,,,,
502,vibrating / 揺 / ゆり / yuri,502.png (https://dl.airtable.com/1XLoYUlWSlyrgnz1LW6J_502.png),149 - effect - distorting,449,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,450,,,,
508,demon / 鬼 / おに / oni,508.png (https://dl.airtable.com/JW6svw9gRtmpciUDIgB1_508.png),149 - effect - distorting,450,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,456,,,,
504,pregnant / 子持ち / こもち / komochi,504.png (https://dl.airtable.com/gy1bV56TKW1Voeu59ftw_504.png),149 - effect - distorting,451,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,452,,,,
507,twisted / 捻 / ねじ / neji,507.png (https://dl.airtable.com/keA4X2n3TR2JHCmJQ80o_507.png),149 - effect - distorting,452,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,455,,,,
497,split / 割 / わり / wari,497.png (https://dl.airtable.com/82zzOQEXSOOLFR9FNloi_497.png),150 - effect - breaking,453,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,445,,,,
498,outward split / 外割り / そとわり / soto wari,498.png (https://dl.airtable.com/ke1D1LtiTUKYkvyvkRxr_498.png),150 - effect - breaking,454,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,446,,,,
505,peeking / 覗き / のぞき / nozoki,505.png (https://dl.airtable.com/fuDgUCqhR6W5iDZKkfb5_505.png),150 - effect - breaking,455,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,453,,,,
496,arranged / 並び / ならび / narabi,496.png (https://dl.airtable.com/6bVfmkrS6iyy0hsC3Dsm_496.png),151 - effect - copying,456,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,444,,,,
506,wheel / 車 / くるま / kuruma,506.png (https://dl.airtable.com/59vVLhqUScG5TCQzgKNv_506.png),151 - effect - copying,457,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,454,,,,
509,united / 持合 / もちあい / mochiai,509.png (https://dl.airtable.com/6scDDAwHQDmek4HhkRGo_509.png),151 - effect - copying,458,(effect),,,,,,effect,03 - effect,07 - effect,36 - effect,457,,,,
